id,title,year,rtAllCriticsRating,rtAllCriticsNumReviews,rtAllCriticsNumFresh,rtAllCriticsNumRotten,rtAllCriticsScore,rtTopCriticsRating,rtTopCriticsNumReviews,rtTopCriticsNumFresh,rtTopCriticsNumRotten,rtTopCriticsScore,rtAudienceRating,rtAudienceNumRatings,rtAudienceScore,rtPictureURL
2051,Herbie Goes to Monte Carlo,1977,5,8,5,3,62,0,0,0,0,0,0,0,0,http://content7.flixster.com/movie/10/87/61/10876121_det.jpg
2052,Hocus Pocus,1993,4.1,21,6,15,28,0,3,0,3,0,3.1,21690,67,http://content9.flixster.com/movie/25/36/253607_det.jpg
2053,Honey I Blew Up the Kid,1992,4.9,16,7,9,43,0,2,1,1,50,2.5,10297,32,http://content9.flixster.com/movie/10/87/98/10879839_det.jpg
2054,"Honey, I Shrunk the Kids",1989,6.1,30,22,8,73,0,4,3,1,75,2.9,22644,47,http://content6.flixster.com/movie/10/87/98/10879840_det.jpg
2055,Hot Lead and Cold Feet,1978,0,1,1,0,100,0,0,0,0,0,0,0,0,http://content8.flixster.com/movie/25/20/252018_det.jpg
2056,In Search of the Castaways,1962,0,4,3,1,75,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/25/13/251327_det.jpg
2057,Homeward Bound: The Incredible Journey,1993,6.5,22,19,3,86,6.9,8,7,1,87,3.2,15019,66,http://content8.flixster.com/movie/10/91/53/10915370_det.jpg
2058,The Negotiator,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,http://content7.flixster.com/movie/10/84/05/10840545_det.jpg
2059,The Parent Trap,1998,7,34,27,7,79,6.5,7,4,3,57,3.1,41455,67,http://content9.flixster.com/movie/10/88/10/10881003_det.jpg
2060,BASEketball,1998,5,49,20,29,40,4.5,13,3,10,23,3.2,19777,74,http://content7.flixster.com/movie/10/84/59/10845905_det.jpg
2061,Full Tilt Boogie,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,http://content7.flixster.com/movie/10/89/35/10893537_det.jpg
2062,The Governess,1998,6.4,33,22,11,66,7,6,4,2,66,3.2,534,49,http://content9.flixster.com/movie/27/94/279427_det.jpg
2063,Le septième ciel,1997,5.3,7,4,3,57,0,1,1,0,100,3.4,192,62,http://content9.flixster.com/movie/10/17/86/10178627_det.jpg
2064,Roger & Me,1989,8.8,27,27,0,100,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/10/85/07/10850715_det.jpg
2065,The Purple Rose of Cairo,1985,7.7,29,26,3,89,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/25/86/258623_det.jpg
2066,Out of the Past,1947,8.6,25,24,1,96,8.6,5,5,0,100,4.2,2206,91,http://content8.flixster.com/movie/10/08/01/10080146_det.jpg
2067,Doctor Zhivago,1965,7.2,32,27,5,84,6,5,3,2,60,3.8,11535,85,http://content7.flixster.com/movie/88/17/87/8817873_det.jpg
2068,Fanny och Alexander,1982,8.9,33,33,0,100,8.4,11,11,0,100,4.4,5627,93,http://content8.flixster.com/movie/10/85/35/10853534_det.jpg
2069,The Trip to Bountiful,1985,7.2,7,7,0,100,0,1,1,0,100,4,434,82,http://content7.flixster.com/movie/25/68/256893_det.jpg
2070,Tender Mercies,1983,7.3,20,17,3,85,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/26/62/266228_det.jpg
2071,And the Band Played On,1993,7.3,8,8,0,100,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/10/88/42/10884243_det.jpg
2072,The 'burbs,1989,5.2,13,6,7,46,0,2,1,1,50,3.3,10248,68,http://content8.flixster.com/movie/55/12/57/5512574_det.jpg
2073,Fandango,1985,6.3,6,3,3,50,0,0,0,0,0,0,0,0,http://content7.flixster.com/movie/80/53/86/8053869_det.jpg
2074,Il portiere di notte,1974,5.6,20,13,7,65,0,4,1,3,25,3.6,1475,73,http://content8.flixster.com/movie/10/92/32/10923206_det.jpg
2075,Mephisto,1981,6.9,16,11,5,68,5.5,5,2,3,40,3.9,757,86,http://content7.flixster.com/movie/28/80/288005_det.jpg
2076,Blue Velvet,1986,8.4,33,30,3,90,0,4,2,2,50,4,25218,88,http://content8.flixster.com/movie/28/20/282022_det.jpg
2077,The Journey of Natty Gann,1985,6.7,13,12,1,92,0,3,3,0,100,3.5,1251,73,http://content8.flixster.com/movie/25/90/259006_det.jpg
2078,The Jungle Book,1967,7.3,27,24,3,88,0,2,1,1,50,3.5,35715,70,http://content7.flixster.com/movie/25/07/250701_det.jpg
2079,Kidnap,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/10/88/41/10884176_det.jpg
2080,Lady and the Tramp,1955,7.4,31,27,4,87,0,4,1,3,25,3.5,37042,73,http://content7.flixster.com/movie/10/84/96/10849641_det.jpg
2081,The Little Mermaid,1989,8,51,46,5,90,7.3,7,6,1,85,3.6,80670,83,http://content8.flixster.com/movie/25/06/250622_det.jpg
2082,The Mighty Ducks,1992,3.8,25,2,23,8,3.2,5,0,5,0,3.1,14328,64,http://content7.flixster.com/movie/25/87/258701_det.jpg
2083,The Muppet Christmas Carol,1992,6,30,20,10,66,4.4,7,3,4,42,0,0,0,http://content8.flixster.com/movie/10/88/72/10887222_det.jpg
2084,Newsies,1992,4.5,23,7,16,30,3.6,7,1,6,14,3.8,10436,88,http://content7.flixster.com/movie/25/39/253905_det.jpg
2085,One Hundred and One Dalmatians,1961,8,37,36,1,97,7.6,5,5,0,100,3.3,29711,63,http://content7.flixster.com/movie/10/92/06/10920681_det.jpg
2086,One Magic Christmas,1985,5.4,9,5,4,55,0,1,0,1,0,3.4,844,66,http://content8.flixster.com/movie/25/31/253198_det.jpg
2087,Peter Pan,2003,6.8,132,100,32,75,6.3,33,23,10,69,3.3,47413,68,http://content7.flixster.com/movie/10/91/88/10918857_det.jpg
2088,Popeye,1980,5.8,27,15,12,55,0,4,2,2,50,2.6,6384,39,http://content9.flixster.com/movie/25/49/254991_det.jpg
2089,The Rescuers Down Under,1990,6,22,14,8,63,6.5,5,3,2,60,3.2,8757,62,http://content9.flixster.com/movie/25/13/251311_det.jpg
2090,The Rescuers,1977,6.6,25,21,4,84,0,3,3,0,100,3.2,7689,66,http://content9.flixster.com/movie/25/09/250903_det.jpg
2091,Race to Witch Mountain,2009,5.1,145,61,84,42,5.3,29,13,16,44,3.2,150558,50,http://content9.flixster.com/movie/10/91/55/10915591_det.jpg
2092,The Return of Jafar,1994,3.6,9,2,7,22,0,0,0,0,0,0,0,0,http://content7.flixster.com/movie/10/93/64/10936425_det.jpg
2093,Return to Oz,1985,5.7,20,11,9,55,0,3,1,2,33,3.1,14348,62,http://content7.flixster.com/movie/26/51/265105_det.jpg
2094,The Rocketeer,1991,5.8,50,30,20,60,5.8,9,5,4,55,2.9,8053,54,http://content8.flixster.com/movie/25/59/255906_det.jpg
2095,The Shaggy D.A.,1976,5.4,8,4,4,50,0,1,0,1,0,3.2,263,55,http://content6.flixster.com/movie/60/85/58/6085588_det.jpg
2096,Sleeping Beauty,1959,7.8,32,29,3,90,0,4,3,1,75,3.4,42607,75,http://content8.flixster.com/movie/30/64/306418_det.jpg
2097,Something Wicked This Way Comes,1983,6.1,23,13,10,56,0,4,3,1,75,3.4,2097,64,http://content9.flixster.com/movie/26/58/265895_det.jpg
2098,Son of Flubber,1963,6.2,6,5,1,83,0,0,0,0,0,0,0,0,http://content7.flixster.com/movie/25/22/252221_det.jpg
2099,Song of the South,1946,5.6,7,3,4,42,0,2,0,2,0,3.6,1559,77,http://content9.flixster.com/movie/21/77/83/2177835_det.jpg
2100,Splash,1984,6.9,35,32,3,91,5.6,5,3,2,60,3,12492,52,http://content8.flixster.com/movie/26/50/265002_det.jpg
2101,Squanto: A Warrior's Tale,1994,5.6,9,5,4,55,0,2,0,2,0,3.3,515,62,http://content6.flixster.com/movie/26/18/261816_det.jpg
2102,Steamboat Willie,1928,0,0,0,0,0,0,0,0,0,0,0,0,0,http://content7.flixster.com/movie/10/58/45/10584557_det.jpg
2103,Tall Tale,1995,5.5,9,4,5,44,0,1,1,0,100,0,0,0,http://content8.flixster.com/movie/10/90/45/10904586_det.jpg
2104,Tex,1982,6.9,11,9,2,81,0,3,2,1,66,3.5,695,66,http://content9.flixster.com/movie/26/63/266395_det.jpg
2105,TRON,1982,6,37,25,12,67,0,4,1,3,25,3.3,14666,69,http://content6.flixster.com/movie/10/91/41/10914152_det.jpg
2106,Swing Kids,1993,4.6,12,4,8,33,0,3,1,2,33,3.5,4819,79,http://content7.flixster.com/movie/10/92/09/10920937_det.jpg
2107,Halloween H20: 20 Years Later,1998,5.5,54,28,26,51,5.9,10,5,5,50,2.8,14935,57,http://content8.flixster.com/movie/10/88/13/10881306_det.jpg
2108,L.A. Story,1991,7.4,32,30,2,93,7.8,7,7,0,100,3.2,3117,70,http://content8.flixster.com/movie/26/57/265702_det.jpg
2109,The Jerk,1979,6.5,30,25,5,83,0,4,2,2,50,3.6,10847,83,http://content9.flixster.com/movie/27/59/275903_det.jpg
2110,Dead Men Don't Wear Plaid,1982,6.5,22,17,5,77,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/10/90/61/10906132_det.jpg
2111,The Man with Two Brains,1983,6,20,14,6,70,0,1,0,1,0,3,4360,57,http://content7.flixster.com/movie/10/92/03/10920301_det.jpg
2112,Grand Canyon,1991,6.9,24,18,6,75,0,2,2,0,100,3.4,1857,65,http://content6.flixster.com/movie/11/15/35/11153528_det.jpg
2113,Graveyard Shift,1990,3.8,8,1,7,12,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/27/73/277316_det.jpg
2114,The Outsiders,1983,6.1,31,20,11,64,4.7,7,2,5,28,3.6,24069,81,http://content6.flixster.com/movie/10/89/23/10892396_det.jpg
2115,Indiana Jones and the Temple of Doom,1984,7.2,59,50,9,84,6.5,7,4,3,57,3.7,87518,80,http://content8.flixster.com/movie/10/92/11/10921138_det.jpg
2116,The Lord of the Rings: The Return of the King,2003,8.6,239,225,14,94,8.6,43,42,1,97,3.7,288649,83,http://content7.flixster.com/movie/10/84/07/10840741_det.jpg
2117,Nineteen Eighty-Four,1984,6.4,14,11,3,78,0,1,1,0,100,3.5,17133,70,http://content7.flixster.com/movie/10/88/05/10880581_det.jpg
2118,The Dead Zone,2002,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2119,Maximum Overdrive,1986,2.9,11,2,9,18,0,0,0,0,0,0,0,0,http://content7.flixster.com/movie/28/13/281313_det.jpg
2120,Needful Things,1993,4,22,6,16,27,0,3,0,3,0,3,2983,48,http://content6.flixster.com/movie/28/40/284092_det.jpg
2121,Cujo,1983,5.6,27,16,11,59,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/27/87/278791_det.jpg
2122,Children of the Corn,1984,4.1,22,8,14,36,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/10/91/84/10918483_det.jpg
2123,All Dogs Go to Heaven,1989,5.2,9,4,5,44,0,1,1,0,100,3.2,20551,60,http://content6.flixster.com/movie/10/87/86/10878600_det.jpg
2124,The Addams Family,1991,5.6,39,23,16,58,4.1,7,1,6,14,3.2,28704,65,http://content8.flixster.com/movie/26/64/266402_det.jpg
2125,Ever After,1998,7.5,61,55,6,90,6.8,17,13,4,76,3.5,71637,81,http://content7.flixster.com/movie/26/10/261017_det.jpg
2126,Snake Eyes,1998,5.2,64,26,38,40,4.9,14,6,8,42,2.8,8922,40,http://content9.flixster.com/movie/27/39/273915_det.jpg
2127,"First Love, Last Rites",1997,6.1,8,3,5,37,0,0,0,0,0,0,0,0,http://content8.flixster.com/movie/10/89/01/10890198_det.jpg
2128,Safe Men,1998,6,19,11,8,57,0,3,0,3,0,3.4,851,60,http://content9.flixster.com/movie/24/53/01/2453019_det.jpg
2129,Die Salzmänner von Tibet,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/10/92/75/10927511_det.jpg
2130,Atlantic City,1980,8.7,19,19,0,100,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/27/24/272496_det.jpg
2131,Höstsonaten,1978,8,19,18,1,94,0,1,1,0,100,4.1,2226,90,http://content7.flixster.com/movie/26/49/264925_det.jpg
2132,Who's Afraid of Virginia Woolf?,1966,8.6,31,30,1,96,0,4,3,1,75,4.1,5164,91,http://content8.flixster.com/movie/11/14/16/11141682_det.jpg
2133,Adventures in Babysitting,1987,6.2,21,16,5,76,0,1,0,1,0,3.2,12565,64,http://content8.flixster.com/movie/25/41/254110_det.jpg
2134,Weird Science,1985,5.6,25,14,11,56,0,3,1,2,33,3.2,14712,69,http://content8.flixster.com/movie/26/37/263714_det.jpg
2135,Doctor Dolittle,1998,5.2,49,21,28,42,5.5,8,4,4,50,2.8,23847,46,http://content6.flixster.com/movie/11/15/12/11151232_det.jpg
2136,The Nutty Professor,1996,6,51,34,17,66,6.7,15,13,2,86,2.9,25286,50,http://content8.flixster.com/movie/25/91/259122_det.jpg
2137,Charlotte's Web,2006,7,142,111,31,78,6.9,35,25,10,71,3.3,39179,67,http://content9.flixster.com/movie/31/82/33/3182335_det.jpg
2138,Watership Down,1978,7,27,22,5,81,0,2,1,1,50,3.6,5277,82,http://content7.flixster.com/movie/11/15/28/11152877_det.jpg
2139,The Secret of NIMH,1982,6.8,18,17,1,94,6.5,5,4,1,80,3.5,7964,79,http://content6.flixster.com/movie/10/88/77/10887724_det.jpg
2140,The Dark Crystal,1982,6.1,30,21,9,70,0,2,1,1,50,3.6,35382,78,http://content8.flixster.com/movie/25/47/254714_det.jpg
2141,An American Tail,1986,6.2,24,15,9,62,4.8,6,2,4,33,3.3,13516,68,http://content8.flixster.com/movie/25/15/251502_det.jpg
2142,An American Tail: Fievel Goes West,1991,5.4,9,3,6,33,0,2,1,1,50,3.2,16427,58,http://content6.flixster.com/movie/25/31/253108_det.jpg
2143,Legend,1985,5.4,21,11,10,52,0,1,0,1,0,3.5,26271,73,http://content6.flixster.com/movie/25/40/254000_det.jpg
2144,Sixteen Candles,1984,7,31,27,4,87,6.2,5,3,2,60,3.7,44572,84,http://content8.flixster.com/movie/27/90/279006_det.jpg
2145,Pretty in Pink,1986,6.3,30,24,6,80,0,4,3,1,75,3.5,37255,81,http://content6.flixster.com/movie/10/91/49/10914992_det.jpg
2146,St. Elmo's Fire,1985,4.7,29,13,16,44,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/10/94/35/10943539_det.jpg
2147,The Clan of the Cave Bear,1986,3.7,8,1,7,12,0,1,0,1,0,2.9,1148,48,http://content8.flixster.com/movie/10/88/22/10882214_det.jpg
2148,House M.D.,2004,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2149,House II: The Second Story,1987,3,9,0,9,0,0,0,0,0,0,0,0,0,http://content8.flixster.com/movie/26/13/261314_det.jpg
2150,The Gods Must Be Crazy,1980,7.4,19,18,1,94,0,1,1,0,100,3.5,7965,78,http://content7.flixster.com/movie/11/15/34/11153477_det.jpg
2151,The Gods Must Be Crazy II,1989,5.1,11,6,5,54,0,2,1,1,50,3.4,2600,69,http://content7.flixster.com/movie/10/90/47/10904733_det.jpg
2152,Air Bud: Golden Receiver,1998,4,17,1,16,5,0,3,0,3,0,2.7,7798,41,http://content6.flixster.com/movie/10/87/66/10876644_det.jpg
2154,How Stella Got Her Groove Back,1998,5.5,47,23,24,48,5.8,12,7,5,58,3.1,4439,72,http://content8.flixster.com/movie/10/88/71/10887130_det.jpg
2155,Slums of Beverly Hills,1998,6.9,58,46,12,79,7.3,13,12,1,92,3.3,1834,64,http://content6.flixster.com/movie/27/43/274320_det.jpg
2156,Il testimone dello sposo,1998,5.7,7,4,3,57,0,2,1,1,50,2.7,49,38,http://content7.flixster.com/movie/10/85/32/10853253_det.jpg
2157,La femme de chambre du Titanic,1997,6.5,16,13,3,81,0,1,1,0,100,0,0,0,http://content6.flixster.com/movie/10/92/19/10921924_det.jpg
2158,"Henry: Portrait of a Serial Killer, Part 2",1996,0,0,0,0,0,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/11/14/63/11146379_det.jpg
2159,Henry: Portrait of a Serial Killer,1986,7.3,41,36,5,87,6.5,7,6,1,85,3.6,2890,72,http://content7.flixster.com/movie/11/14/63/11146381_det.jpg
2160,Rosemary's Baby,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,http://images.rottentomatoescdn.com/images/defaults/poster_default.gif
2161,The Neverending Story III,1994,0,3,1,2,33,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/10/88/07/10880743_det.jpg
2162,The Neverending Story II: The Next Chapter,1990,3.3,6,0,6,0,0,0,0,0,0,0,0,0,http://content7.flixster.com/movie/25/62/256297_det.jpg
2163,Attack of the Killer Tomatoes!,1978,3.9,11,3,8,27,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/10/92/32/10923244_det.jpg
2164,Surf Nazis Must Die,1987,0,4,0,4,0,0,0,0,0,0,0,0,0,http://content8.flixster.com/movie/27/80/278026_det.jpg
2165,Your Friends & Neighbors,1998,7,55,42,13,76,6.4,20,13,7,65,3.3,1418,60,http://content7.flixster.com/movie/10/93/56/10935653_det.jpg
2166,Return to Paradise,1998,6.6,44,31,13,70,6.8,11,8,3,72,3.5,1723,76,http://content7.flixster.com/movie/28/43/284397_det.jpg
2167,Blade,1998,5.7,83,46,37,55,4.6,24,7,17,29,3.6,87683,78,http://content6.flixster.com/movie/35/84/20/3584204_det.jpg
2168,Dance with Me,1998,5.4,40,19,21,47,5.2,11,5,6,45,3.2,7621,68,http://content9.flixster.com/movie/25/56/255603_det.jpg
2169,Dead Man on Campus,1998,3.6,34,5,29,14,2.8,11,0,11,0,2.7,3796,50,http://content9.flixster.com/movie/10/87/18/10871827_det.jpg
2170,Wrongfully Accused,1998,3.8,31,7,24,22,2.9,6,0,6,0,2.8,2483,56,http://content9.flixster.com/movie/10/92/01/10920195_det.jpg
2171,Next Stop Wonderland,1998,6.8,41,30,11,73,5.7,7,3,4,42,3.5,910,70,http://content7.flixster.com/movie/10/86/22/10862269_det.jpg
2172,Strike!,1998,6.8,12,8,4,66,0,3,1,2,33,3.5,2267,69,http://content9.flixster.com/movie/25/92/259223_det.jpg
2173,The Navigator: A Mediaeval Odyssey,1988,6.5,5,4,1,80,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/10/87/32/10873272_det.jpg
2174,Beetle Juice,1988,7,42,34,8,80,6.4,7,5,2,71,3.4,84134,77,http://content9.flixster.com/movie/45/46/63/4546639_det.jpg
2175,Deja Vu,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/10/84/17/10841796_det.jpg
2176,Rope,1948,7.8,31,30,1,96,0,2,1,1,50,4,9199,89,http://content8.flixster.com/movie/25/62/256210_det.jpg
2177,Family Plot,1976,7,20,19,1,95,0,2,2,0,100,3.3,1981,57,http://content6.flixster.com/movie/10/88/55/10885532_det.jpg
2178,Frenzy,1972,7.4,30,26,4,86,0,2,2,0,100,3.6,3790,74,http://content6.flixster.com/movie/27/01/270104_det.jpg
2179,Topaz,1969,6.4,17,12,5,70,0,1,1,0,100,3,1779,39,http://content9.flixster.com/movie/26/00/260091_det.jpg
2180,Torn Curtain,1966,6.5,16,13,3,81,0,1,0,1,0,3.3,2910,55,http://content9.flixster.com/movie/25/86/258619_det.jpg
2181,Marnie,1964,6.8,19,16,3,84,0,1,0,1,0,0,0,0,http://content6.flixster.com/movie/25/65/256512_det.jpg
2182,The Wrong Man,1956,8.3,18,16,2,88,0,1,0,1,0,3.6,2616,72,http://content8.flixster.com/movie/10/88/80/10888034_det.jpg
2183,The Man Who Knew Too Much,1956,7.7,28,25,3,89,0,3,2,1,66,0,0,0,http://content8.flixster.com/movie/10/92/45/10924554_det.gif
2184,The Trouble with Harry,1955,7.4,19,17,2,89,0,1,1,0,100,3.6,3827,73,http://content9.flixster.com/movie/10/91/87/10918787_det.jpg
2185,I Confess,1953,7.2,20,17,3,85,0,3,2,1,66,3.6,2474,70,http://content7.flixster.com/movie/95/95/29/9595297_det.jpg
2186,Strangers on a Train,1951,8.7,40,39,1,97,7.3,5,4,1,80,4,9106,91,http://content9.flixster.com/movie/10/93/77/10937755_det.jpg
2187,Stage Fright,1950,7,16,14,2,87,0,3,2,1,66,3.4,2015,61,http://content8.flixster.com/movie/10/91/56/10915662_det.jpg
2188,54,1998,4.1,62,8,54,12,3.4,14,1,13,7,2.8,4129,45,http://content6.flixster.com/movie/27/08/270804_det.jpg
2189,I Married a Strange Person!,1997,6.1,9,7,2,77,0,1,1,0,100,3.8,688,80,http://content6.flixster.com/movie/31/02/310292_det.jpg
2190,Why Do Fools Fall in Love,1998,5.8,54,29,25,53,6.5,19,13,6,68,3.5,1989,73,http://content6.flixster.com/movie/10/92/01/10920176_det.jpg
2191,Keep the Aspidistra Flying,1997,7,21,18,3,85,0,4,4,0,100,3.2,753,50,http://content6.flixster.com/movie/10/89/29/10892908_det.jpg
2192,Regarde la mer,1997,7.3,8,8,0,100,0,2,2,0,100,3.4,370,61,http://content9.flixster.com/movie/28/97/289727_det.jpg
2193,Willow,1988,5.4,26,12,14,46,0,4,0,4,0,3.4,36518,76,http://content6.flixster.com/movie/10/53/47/10534748_det.jpg
2194,The Untouchables,1987,7.2,42,34,8,80,7.9,7,6,1,85,3.8,40677,87,http://content8.flixster.com/movie/27/92/279214_det.jpg
2195,Dirty Work,1998,3.9,30,5,25,16,3.5,7,0,7,0,3.1,3838,66,http://content7.flixster.com/movie/10/91/46/10914685_det.jpg
2196,Knock Off,1998,2.9,38,3,35,7,3.6,9,2,7,22,2.6,1992,32,http://content7.flixster.com/movie/27/91/279101_det.jpg
2197,Firelight,1997,5.2,13,6,7,46,0,3,2,1,66,3.8,672,81,http://content9.flixster.com/movie/10/45/86/10458659_det.jpg
2199,Griffin & Phoenix,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/10/89/92/10899243_det.jpg
2200,Under Capricorn,1949,5.9,6,4,2,66,0,2,1,1,50,3,851,37,http://content6.flixster.com/movie/29/74/297492_det.jpg
2201,The Paradine Case,1947,6.2,8,6,2,75,0,1,1,0,100,3.2,1208,46,http://content6.flixster.com/movie/30/47/304708_det.jpg
2202,Lifeboat,1944,7.8,20,19,1,95,0,3,2,1,66,3.8,2621,84,http://content7.flixster.com/movie/11/15/13/11151377_det.jpg
2203,Shadow of a Doubt,1943,8.9,30,30,0,100,0,4,4,0,100,4,5376,89,http://content6.flixster.com/movie/10/89/08/10890840_det.jpg
2204,Saboteur,1942,6.7,14,11,3,78,0,1,0,1,0,3.6,2467,72,http://content7.flixster.com/movie/25/76/257625_det.jpg
2205,Mr. & Mrs. Smith,2005,6,202,116,86,57,5.6,39,18,21,46,3.4,230941,63,http://content8.flixster.com/movie/24/98/249802_det.jpg
2206,Guilty by Suspicion,1991,6.2,16,11,5,68,0,2,1,1,50,3.2,728,51,http://content8.flixster.com/movie/10/89/64/10896454_det.jpg
2207,Jamaica Inn,1939,5.5,10,7,3,70,0,1,0,1,0,3,1259,38,http://content6.flixster.com/movie/29/98/299800_det.jpg
2208,The Lady Vanishes,1938,8.3,33,32,1,96,0,3,3,0,100,4,4078,87,http://content8.flixster.com/movie/92/28/922862_det.jpg
2209,Young and Innocent,1937,7.5,13,13,0,100,0,2,2,0,100,3.4,889,61,http://content6.flixster.com/movie/95/36/953684_det.jpg
2210,Sabotage,1936,7.3,7,7,0,100,0,1,1,0,100,3.5,1459,68,http://content9.flixster.com/movie/24/84/79/2484791_det.jpg
2211,Secret Agent,1936,7.6,10,10,0,100,0,0,0,0,0,0,0,0,http://content8.flixster.com/movie/10/35/29/10352954_det.jpg
2212,The Man Who Knew Too Much,1956,7.7,28,25,3,89,0,3,2,1,66,0,0,0,http://content8.flixster.com/movie/10/92/45/10924554_det.gif
2214,Number Seventeen,1932,0,2,0,2,0,0,0,0,0,0,0,0,0,http://content8.flixster.com/movie/24/83/27/2483274_det.gif
2215,Rich and Strange,1931,6.4,10,7,3,70,0,1,1,0,100,0,0,0,http://content7.flixster.com/movie/71/88/718873_det.jpg
2216,The Skin Game,1931,0,3,0,3,0,0,2,0,2,0,2.7,145,27,http://content9.flixster.com/movie/10/85/41/10854159_det.jpg
2218,Juno and the Paycock,1930,5.1,7,4,3,57,0,2,0,2,0,0,0,0,http://content8.flixster.com/movie/24/89/81/2489814_det.gif
2219,A Perfect Murder,1998,6.2,49,27,22,55,6.2,14,8,6,57,3.1,9130,52,http://content9.flixster.com/movie/10/91/93/10919303_det.gif
2220,The Manxman,1929,0,2,2,0,100,0,1,1,0,100,3.1,502,37,http://content7.flixster.com/movie/30/66/306601_det.jpg
2221,Blackmail,1929,6.7,9,8,1,88,0,1,1,0,100,3.4,1310,63,http://content8.flixster.com/movie/11/13/96/11139670_det.jpg
2222,Champagne,1928,0,1,0,1,0,0,0,0,0,0,0,0,0,http://content7.flixster.com/movie/10/83/87/10838705_det.jpg
2223,The Farmer's Wife,1928,0,0,0,0,0,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/10/84/53/10845328_det.jpg
2225,Easy Virtue,2008,5.8,120,63,57,52,5.8,26,13,13,50,3.1,16900,48,http://content7.flixster.com/movie/10/86/91/10869105_det.jpg
2226,The Ring,2002,6.6,169,120,49,71,6.3,32,18,14,56,3,146246,50,http://content8.flixster.com/movie/10/86/94/10869458_det.jpg
2227,The Lodger,2009,3.6,23,4,19,17,2.5,6,0,6,0,2.9,1023,36,http://content8.flixster.com/movie/10/92/98/10929834_det.jpg
2229,The Pleasure Garden,1925,0,1,1,0,100,0,0,0,0,0,0,0,0,http://content8.flixster.com/movie/10/90/64/10906458_det.jpg
2231,Rounders,1998,6.2,76,49,27,64,5,19,8,11,42,3.7,21780,86,http://content8.flixster.com/movie/10/87/41/10874162_det.jpg
2232,Cube,1997,6.1,33,20,13,60,6,6,3,3,50,3.5,22869,75,http://content8.flixster.com/movie/26/85/268594_det.jpg
2233,Digging to China,1998,4.4,7,3,4,42,0,1,0,1,0,3.7,506,70,http://content6.flixster.com/movie/10/83/99/10839932_det.jpg
2234,Kinsey,2004,7.6,187,168,19,89,7.9,39,36,3,92,3.4,6162,72,http://content6.flixster.com/movie/10/94/53/10945324_det.jpg
